fdc_id,description_en,description_de
167770,"Cherries, sweet, canned, pitted, heavy syrup, drained","Kirschen, süß, aus der Dose, entkernt, stark sirupartig, abgetropft"
167771,"Apple juice, canned or bottled, unsweetened, with added ascorbic acid","Apfelsaft, aus der Dose oder Flasche, ungesüßt, mit Zusatz von Ascorbinsäure"
167772,"Applesauce, canned, unsweetened, with added ascorbic acid","Apfelmus, aus der Dose, ungesüßt, mit Zusatz von Ascorbinsäure"
167773,"Applesauce, canned, sweetened, with salt","Apfelmus, aus der Dose, gesüßt, mit Salz"
167774,"Grapefruit juice, pink, raw","Grapefruitsaft, rosa, roh"
167775,"Apple juice, frozen concentrate, unsweetened, diluted with 3 volume water, with added ascorbic acid","Apfelsaft, gefrorenes Konzentrat, ungesüßt, verdünnt mit 3 Volumenteilen Wasser, mit Zusatz von Ascorbinsäure"
167776,"Pears, raw, bartlett (Includes foods for USDA's Food Distribution Program)","Birnen, roh, Bartlett (einschließlich Lebensmittel für das Food Distribution Program des USDA)"
167777,"Pears, raw, red anjou","Birnen, roh, rotes Anjou"
167778,"Pears, raw, bosc (Includes foods for USDA's Food Distribution Program)","Birnen, roh, Bosc (einschließlich Lebensmittel für das Food Distribution Program des USDA)"
167779,"Pears, raw, green anjou (Includes foods for USDA's Food Distribution Program)","Birnen, roh, grüner Anjou (einschließlich Lebensmittel für das Food Distribution Program des USDA)"
167780,Prune puree,Pflaumenpüree
167781,Candied fruit,Kandierte Früchte
167782,"Abiyuch, raw","Abiyuch, roh"
167783,"Rowal, raw","Rowal, roh"
167784,"Guava nectar, canned, with added ascorbic acid","Guavennektar, konserviert, mit Zusatz von Ascorbinsäure"
167785,"Mango nectar, canned","Mangonektar, aus der Dose"
167786,"Tamarind nectar, canned","Tamarindennektar, konserviert"
167787,"Pomegranate juice, bottled","Granatapfelsaft, abgefüllt"
167788,"Nance, canned, syrup, drained","Nance, Dose, Sirup, abgetropft"
167789,"Nance, frozen, unsweetened","Nance, gefroren, ungesüßt"
167790,"Naranjilla (lulo) pulp, frozen, unsweetened","Naranjilla (Lulo)-Fruchtfleisch, gefroren, ungesüßt"
167791,Horned melon (Kiwano),Hornmelone (Kiwano)
167792,Orange Pineapple Juice Blend,Orangen-Ananas-Saftmischung
167793,"Apples, raw, fuji, with skin (Includes foods for USDA's Food Distribution Program)","Äpfel, roh, Fuji, mit Schale (einschließlich Lebensmittel für das Food Distribution Program des USDA)"
167794,"Orange juice, chilled, includes from concentrate, with added calcium and vitamins A, D, E","Orangensaft, gekühlt, aus Konzentrat, mit Zusatz von Kalzium und den Vitaminen A, D, E"
167795,"Fruit juice smoothie, NAKED JUICE, MIGHTY MANGO","Fruchtsaft-Smoothie, NACKTER SAFT, MÄCHTIGE MANGO"
167796,"Fruit juice smoothie, NAKED JUICE, GREEN MACHINE","Fruchtsaft-Smoothie, NACKTER SAFT, GRÜNE MASCHINE"
167797,"Fruit juice smoothie, BOLTHOUSE FARMS, BERRY BOOST","Fruchtsaft-Smoothie, BOLTHOUSE FARMS, BERRY BOOST"
167798,"Fruit juice smoothie, BOLTHOUSE FARMS, GREEN GOODNESS","Fruchtsaft-Smoothie, BOLTHOUSE FARMS, GREEN GOODNESS"
167799,"Fruit juice smoothie, BOLTHOUSE FARMS, strawberry banana","Fruchtsaft-Smoothie, BOLTHOUSE FARMS, Erdbeer-Banane"
167800,"Apple juice, canned or bottled, unsweetened, with added ascorbic acid, calcium, and potassium","Apfelsaft aus der Dose oder Flasche, ungesüßt, mit Zusatz von Ascorbinsäure, Kalzium und Kalium"
167801,"Lemon juice from concentrate, bottled, CONCORD","Zitronensaft aus Konzentrat, abgefüllt, CONCORD"
167802,"Lemon juice from concentrate, bottled, REAL LEMON","Zitronensaft aus Konzentrat, abgefüllt, ECHTE ZITRONE"
167803,"Cranberry sauce, whole, canned, OCEAN SPRAY","Cranberry-Sauce, ganz, Dose, OCEAN SPRAY"
167804,"Cranberry sauce, jellied, canned, OCEAN SPRAY","Cranberry-Sauce, geliert, Dose, OCEAN SPRAY"
167805,"Ruby Red grapefruit juice blend (grapefruit, grape, apple), OCEAN SPRAY, bottled, with added vitamin C","Ruby Red Grapefruitsaftmischung (Grapefruit, Traube, Apfel), OCEAN SPRAY, abgefüllt, mit zusätzlichem Vitamin C"
167806,Baobab powder,Baobab-Pulver
167807,"Cherry juice, tart","Kirschsaft, säuerlich"
167808,"Raspberries, puree, seedless","Himbeeren, Püree, kernlos"
167809,"Raspberries, puree, with seeds","Himbeeren, püriert, mit Kernen"
167810,"Pork, fresh, composite of trimmed leg, loin, shoulder, and spareribs, (includes cuts to be cured), separable lean and fat, raw","Schweinefleisch, frisch, zusammengesetzt aus getrimmter Keule, Lende, Schulter und Spareribs (einschließlich zu pökelnder Stücke), trennbar mager und fett, roh"
167811,"Pork, fresh, backfat, raw","Schweinefleisch, frisch, rückfettend, roh"
167812,"Pork, fresh, belly, raw","Schweinefleisch, frisch, Bauch, roh"
167813,"Pork, fresh, separable fat, raw","Schweinefleisch, frisch, trennbares Fett, roh"
167814,"Pork, fresh, leg (ham), rump half, separable lean and fat, raw","Schweinefleisch, frisch, Keule (Schinken), Rumpfhälfte, trennbares mageres und fettes Fleisch, roh"
167815,"Pork, fresh, leg (ham), rump half, separable lean and fat, cooked, roasted","Schweinefleisch, frisch, Keule (Schinken), Rumpfhälfte, mageres und fettes Fleisch trennbar, gegart, gebraten"
167816,"Pork, fresh, leg (ham), rump half, separable lean only, raw (Includes foods for USDA's Food Distribution Program)","Schweinefleisch, frisch, Keule (Schinken), Rumpfhälfte, nur teilbar, mager, roh (einschließlich Lebensmittel für das Food Distribution Program des USDA)"
167817,"Pork, fresh, leg (ham), rump half, separable lean only, cooked, roasted","Schweinefleisch, frisch, Keule (Schinken), Hüfthälfte, teilbar, nur mager, gegart, gebraten"
167818,"Pork, fresh, loin, whole, separable lean and fat, raw","Schweinefleisch, frisch, Lende, ganz, trennbares mageres und fettes Fleisch, roh"
167819,"Pork, fresh, loin, whole, separable lean and fat, cooked, braised","Schweinefleisch, frisch, Lende, ganz, trennbares mageres und fettes Schweinefleisch, gekocht, geschmort"
167820,"Pork, fresh, loin, whole, separable lean and fat, cooked, broiled","Schweinefleisch, frisch, Lende, ganz, trennbares mageres und fettes Schweinefleisch, gekocht, gegrillt"
167821,"Pork, fresh, loin, whole, separable lean and fat, cooked, roasted","Schweinefleisch, frisch, Lende, ganz, trennbares mageres und fettes Fleisch, gekocht, gebraten"
167822,"Pork, fresh, loin, blade (chops or roasts), bone-in, separable lean and fat, raw","Schweinefleisch, frisch, Lende, Klinge (Koteletts oder Braten), mit Knochen, trennbares Mager- und Fettgewebe, roh"
167823,"Pork, fresh, loin, blade (chops), bone-in, separable lean and fat, cooked, braised","Schweinefleisch, frisch, Lende, Koteletts, mit Knochen, trennbares Muskel- und Fettgewebe, gekocht, geschmort"
167824,"Pork, fresh, loin, blade (chops), bone-in, separable lean and fat, cooked, broiled","Schweinefleisch, frisch, Lende, Koteletts, mit Knochen, trennbares Magerfleisch und Fett, gekocht, gegrillt"
167825,"Pork, fresh, loin, blade (roasts), bone-in, separable lean and fat, cooked, roasted","Schweinefleisch, frisch, Lende, Klinge (Braten), mit Knochen, trennbares Mager- und Fettgewebe, gekocht, gebraten"
167826,"Pork, fresh, loin, center loin (chops), bone-in, separable lean and fat, cooked, braised","Schweinefleisch, frisch, Lende, Mittellende (Koteletts), mit Knochen, trennbares Magerfleisch und Fett, gekocht, geschmort"
167827,"Pork, fresh, loin, center loin (chops), bone-in, separable lean and fat, cooked, broiled","Schweinefleisch, frisch, Lende, Mittellende (Koteletts), mit Knochen, trennbares mageres und fettes Fleisch, gekocht, gegrillt"
167828,"Pork, fresh, loin, center loin (roasts), bone-in, separable lean and fat, cooked, roasted","Schweinefleisch, frisch, Lende, Mittellende (gebraten), mit Knochen, trennbares Magerfleisch und Fett, gekocht, gebraten"
167829,"Pork, fresh, loin, center loin (chops), bone-in, separable lean only, raw","Schweinefleisch, frisch, Lende, mittlere Lende (Koteletts), mit Knochen, teilbar, nur mager, roh"
167830,"Pork, fresh, loin, center rib (chops), bone-in, separable lean and fat, cooked, braised","Schweinefleisch, frisch, Lende, Mittelrippe (Koteletts), mit Knochen, trennbares Magerfleisch und Fett, gekocht, geschmort"
167831,"Pork, fresh, loin, center rib (chops), bone-in, separable lean and fat, cooked, broiled","Schweinefleisch, frisch, Lende, Mittelrippe (Koteletts), mit Knochen, trennbares Magerfleisch und Fett, gekocht, gegrillt"
167832,"Pork, fresh, loin, center rib (roasts), bone-in, separable lean and fat, cooked, roasted","Schweinefleisch, frisch, Lende, Mittelrippe (Braten), mit Knochen, trennbares Magerfleisch und Fett, gekocht, gebraten"
167833,"Pork, fresh, loin, center rib (chops or roasts), bone-in, separable lean only, raw","Schweinefleisch, frisch, Lende, Mittelrippe (Koteletts oder Braten), mit Knochen, teilbar, nur mager, roh"
167834,"Pork, fresh, loin, sirloin (chops), bone-in, separable lean and fat, cooked, braised","Schweinefleisch, frisch, Lende, Lendenstück (Koteletts), mit Knochen, trennbares Magerfleisch und Fett, gekocht, geschmort"
167835,"Pork, fresh, loin, sirloin (chops), bone-in, separable lean and fat, cooked, broiled","Schweinefleisch, frisch, Lende, Lendenstück (Koteletts), mit Knochen, trennbares Magerfleisch und Fett, gekocht, gegrillt"
167836,"Pork, fresh, loin, sirloin (roasts), bone-in, separable lean and fat, cooked, roasted","Schweinefleisch, frisch, Lende, Roastbeef (Braten), mit Knochen, trennbares Magerfleisch und Fett, gekocht, gebraten"
167837,"Pork, fresh, loin, sirloin (chops or roasts), bone-in, separable lean only, raw","Schweinefleisch, frisch, Lende, Lendenstück (Koteletts oder Braten), mit Knochen, teilbar, nur mager, roh"
167838,"Pork, fresh, loin, sirloin (chops), bone-in, separable lean only, cooked, braised","Schweinefleisch, frisch, Lende, Lendenstück (Koteletts), mit Knochen, teilbar, nur mager, gekocht, geschmort"
167839,"Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, raw","Schweinefleisch, frisch, Lende, obere Lende (Koteletts), ohne Knochen, trennbares mageres und fettes Fleisch, roh"
167840,"Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, cooked, braised","Schweinefleisch, frisch, Lende, Oberlende (Koteletts), ohne Knochen, trennbares Magerfleisch und Fett, gekocht, geschmort"
167841,"Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, cooked, broiled","Schweinefleisch, frisch, Lende, obere Lende (Koteletts), ohne Knochen, trennbares mageres und fettes Fleisch, gekocht, gegrillt"
167842,"Pork, fresh, loin, top loin (roasts), boneless, separable lean and fat, cooked, roasted","Schweinefleisch, frisch, Lende, obere Lende (gebraten), ohne Knochen, trennbares Mager- und Fettgewebe, gekocht, gebraten"
167843,"Pork, fresh, shoulder, whole, separable lean and fat, raw","Schweinefleisch, frisch, Schulter, ganz, trennbares mageres und fettes Schweinefleisch, roh"
167844,"Pork, fresh, shoulder, whole, separable lean and fat, cooked, roasted","Schweinefleisch, frisch, Schulter, ganz, trennbares mageres und fettes Schweinefleisch, gekocht, gebraten"
167845,"Pork, fresh, shoulder, whole, separable lean only, raw","Schweinefleisch, frisch, Schulter, ganz, teilbar, nur mager, roh"
167846,"Pork, fresh, shoulder, whole, separable lean only, cooked, roasted","Schweinefleisch, frisch, Schulter, ganz, teilbar, nur mager, gekocht, gebraten"
167847,"Pork, fresh, shoulder, arm picnic, separable lean only, cooked, braised","Schweinefleisch, frisch, Schulter, Armpicknick, teilbar, nur mager, gekocht, geschmort"
167848,"Pork, fresh, shoulder, arm picnic, separable lean only, cooked, roasted","Schweinefleisch, frisch, Schulter, Armpicknick, teilbar, nur mager, gekocht, gebraten"
167849,"Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean and fat, raw","Schweinefleisch, frisch, Schulter, (Boston Butt), Klinge (Steaks), trennbar mager und fett, roh"
167850,"Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean and fat, cooked, braised","Schweinefleisch, frisch, Schulter, (Boston Butt), Klinge (Steaks), trennbar mager und fett, gekocht, geschmort"
167851,"Pork, fresh, shoulder, blade, boston (steaks), separable lean and fat, cooked, broiled","Schweinefleisch, frisch, Schulter, Klinge, Boston (Steaks), trennbar mager und fett, gekocht, gegrillt"
167852,"Pork, fresh, shoulder, blade, boston (roasts), separable lean only, cooked, roasted","Schweinefleisch, frisch, Schulter, Klinge, Boston (Braten), trennbar, nur mager, gekocht, gebraten"
167853,"Pork, fresh, spareribs, separable lean and fat, raw","Schweinefleisch, frisch, Spareribs, trennbares mageres und fettes Schweinefleisch, roh"
167854,"Pork, fresh, spareribs, separable lean and fat, cooked, braised","Schweinefleisch, frisch, Spareribs, trennbares mageres und fettes Schweinefleisch, gekocht, geschmort"
167855,"Pork, fresh, composite of trimmed retail cuts (leg, loin, and shoulder), separable lean only, cooked","Schweinefleisch, frisch, zusammengesetzt aus zugeschnittenen Teilstücken (Keule, Lende und Schulter), nur mageres Teilfleisch, gegart"
167856,"Pork, fresh, variety meats and by-products, chitterlings, cooked, simmered","Schweinefleisch, frisch, verschiedene Fleischsorten und Nebenprodukte, Schweinefleisch, gekocht, gedünstet"
167857,"Pork, fresh, variety meats and by-products, ears, frozen, raw","Schweinefleisch, frisch, verschiedene Fleischsorten und Nebenprodukte, Ohren, gefroren, roh"
167858,"Pork, fresh, variety meats and by-products, ears, frozen, cooked, simmered","Schweinefleisch, frisch, verschiedene Fleischsorten und Nebenprodukte, Ohren, gefroren, gekocht, gedünstet"
167859,"Pork, fresh, variety meats and by-products, feet, raw","Schweinefleisch, frisch, verschiedene Fleischsorten und Nebenprodukte, Füße, roh"
167860,"Pork, fresh, variety meats and by-products, kidneys, cooked, braised","Schweinefleisch, frisch, verschiedene Fleischsorten und Nebenprodukte, Nieren, gekocht, geschmort"
167861,"Pork, fresh, variety meats and by-products, leaf fat, raw","Schweinefleisch, frisch, verschiedene Fleischsorten und Nebenprodukte, Blattfett, roh"
167862,"Pork, fresh, variety meats and by-products, liver, raw","Schweinefleisch, frisch, verschiedene Fleischsorten und Nebenprodukte, Leber, roh"
167863,"Pork, fresh, variety meats and by-products, liver, cooked, braised","Schweinefleisch, frisch, verschiedene Fleischsorten und Nebenprodukte, Leber, gekocht, geschmort"
167864,"Pork, fresh, variety meats and by-products, lungs, raw","Schweinefleisch, frisch, verschiedene Fleischsorten und Nebenprodukte, Lunge, roh"
167865,"Pork, fresh, variety meats and by-products, spleen, raw","Schweinefleisch, frisch, verschiedene Fleischsorten und Nebenprodukte, Milz, roh"
167866,"Pork, fresh, variety meats and by-products, spleen, cooked, braised","Schweinefleisch, frisch, verschiedene Fleischsorten und Nebenprodukte, Milz, gekocht, geschmort"
167867,"Pork, fresh, variety meats and by-products, stomach, raw","Schweinefleisch, frisch, verschiedene Fleischsorten und Nebenprodukte, Magen, roh"
167868,"Pork, fresh, loin, blade (chops), bone-in, separable lean only, cooked, pan-fried","Schweinefleisch, frisch, Lende, Koteletts, mit Knochen, teilbar, nur mager, gekocht, in der Pfanne gebraten"
167869,"Canadian bacon, unprepared","Kanadischer Speck, unvorbereitet"
167870,"Pork, cured, feet, pickled","Schweinefleisch, gepökelt, Füße, eingelegt"
167871,"Pork, cured, ham, boneless, extra lean (approximately 5% fat), roasted","Schweinefleisch, gepökelt, Schinken, ohne Knochen, extra mager (ca. 5 % Fett), geröstet"
167872,"Pork, cured, ham, boneless, regular (approximately 11% fat), roasted","Schweinefleisch, gepökelt, Schinken, ohne Knochen, normal (ca. 11 % Fett), gebraten"
167873,"Pork, cured, ham, patties, unheated","Schweinefleisch, gepökelt, Schinken, Pasteten, ungewärmt"
167874,"Pork, cured, ham, steak, boneless, extra lean, unheated","Schweinefleisch, gepökelt, Schinken, Steak, ohne Knochen, extra mager, nicht erhitzt"
167875,"Pork, cured, ham, whole, separable lean and fat, unheated","Schweinefleisch, gepökelt, Schinken, ganz, trennbares mageres und fettes Fleisch, ungewärmt"
167876,"Pork, cured, ham, whole, separable lean only, unheated","Schweinefleisch, gepökelt, Schinken, ganz, teilbar, nur mager, ungewärmt"
167877,"Pork, cured, separable fat (from ham and arm picnic), unheated","Schweinefleisch, gepökelt, trennbares Fett (vom Schinken- und Armpicknick), ungewärmt"
167878,"Pork, cured, separable fat (from ham and arm picnic), roasted","Schweinefleisch, gepökelt, trennbares Fett (aus Schinken und Armpicknick), gebraten"
167879,"Pork, cured, shoulder, arm picnic, separable lean and fat, roasted","Schweinefleisch, gepökelt, Schulter, Armpicknick, trennbar mager und fett, geröstet"
167880,"Pork, cured, shoulder, arm picnic, separable lean only, roasted","Schweinefleisch, gepökelt, Schulter, Armpicknick, nur teilbar, mager, gebraten"
167881,"Pork, fresh, variety meats and by-products, tail, cooked, simmered","Schweinefleisch, frisch, verschiedene Fleischsorten und Nebenprodukte, Schwanz, gekocht, gedünstet"
167882,"Pork, fresh, loin, center loin (chops), bone-in, separable lean only, cooked, pan-fried","Schweinefleisch, frisch, Lende, mittlere Lende (Koteletts), mit Knochen, teilbar, nur mager, gekocht, in der Pfanne gebraten"
167883,"Pork, fresh, loin, center rib (chops), bone-in, separable lean only, cooked, pan-fried","Schweinefleisch, frisch, Lende, Mittelrippe (Koteletts), mit Knochen, teilbar, nur mager, gekocht, in der Pfanne gebraten"
167884,"Pork, fresh, loin, blade (chops), bone-in, separable lean and fat, cooked, pan-fried","Schweinefleisch, frisch, Lende, Koteletts, mit Knochen, trennbares Magerfleisch und Fett, gekocht, in der Pfanne gebraten"
167885,"Pork, cured, ham, extra lean and regular, canned, unheated","Schweinefleisch, gepökelt, Schinken, extra mager und normal, in Dosen, ungewärmt"
167886,"Pork, cured, ham, extra lean and regular, canned, roasted","Schweinefleisch, gepökelt, Schinken, extra mager und normal, in Dosen, geröstet"
167887,"Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, cooked, pan-fried","Schweinefleisch, frisch, Lende, Oberlende (Koteletts), ohne Knochen, trennbares Magerfleisch und Fett, gekocht, in der Pfanne gebraten"
167888,"Pork, fresh, composite of trimmed retail cuts (leg, loin, shoulder, and spareribs), separable lean and fat, raw","Schweinefleisch, frisch, zusammengesetzt aus geschnittenen Einzelhandelsstücken (Keule, Lende, Schulter und Spareribs), trennbares mageres und fettes Fleisch, roh"
